word,pos
free,ADJ
cortisol,NOUN
levels,NOUN
had,VERB
been,VERB
achieved,VERB
following,VERB
ketoconazole,NOUN
therapy,NOUN
",",PUNCT
yet,ADV
continuous,ADJ
blood,NOUN
pressure,NOUN
monitoring,NOUN
demonstrated,VERB
hypertension,NOUN
31,NUM
(,PUNCT
patient,NOUN
1,NUM
),PUNCT
and,CCONJ
52,NUM
weeks,NOUN
(,PUNCT
patient,ADJ
2,NUM
),PUNCT
after,ADP
treatment,NOUN
.,PUNCT
In,ADP
patient,NOUN
1,NUM
",",PUNCT
plasma,NOUN
levels,NOUN
of,ADP
deoxycorticosterone,NOUN
and,CCONJ
11-deoxycortisol,NUM
were,VERB
elevated,VERB
.,PUNCT
In,ADP
patient,NOUN
2,NUM
",",PUNCT
in,ADP
addition,NOUN
to,ADP
an,DET
increase,NOUN
in,ADP
both,DET
deoxycorticosterone,NOUN
and,CCONJ
11-deoxycortisol,NUM
levels,NOUN
",",PUNCT
plasma,NOUN
aldosterone,NOUN
values,NOUN
were,VERB
raised,VERB
",",PUNCT
with,ADP
a,DET
concomitant,ADJ
suppression,NOUN
of,ADP
renin,NOUN
levels,NOUN
.,PUNCT
Our,ADJ
findings,NOUN
show,VERB
that,ADP
long,ADJ
-,PUNCT
term,NOUN
treatment,NOUN
with,ADP
high,ADJ
doses,NOUN
of,ADP
ketoconazole,NOUN
may,VERB
induce,VERB
enzyme,NOUN
blockade,NOUN
leading,VERB
to,ADP
mineralocorticoid,NOUN
-,PUNCT
related,VERB
hypertension,NOUN
.,PUNCT
Effects,NOUN
of,ADP
an,DET
inhibitor,NOUN
of,ADP
angiotensin,NOUN
converting,VERB
enzyme,NOUN
(,PUNCT
Captopril,PROPN
),PUNCT
on,ADP
pulmonary,ADJ
and,CCONJ
renal,ADJ
insufficiency,NOUN
due,ADJ
to,ADP
intravascular,ADJ
coagulation,NOUN
in,ADP
the,DET
rat,NOUN
.,PUNCT
Induction,NOUN
of,ADP
intravascular,ADJ
coagulation,NOUN
and,CCONJ
inhibition,NOUN
of,ADP
fibrinolysis,NOUN
by,ADP
injection,NOUN
of,ADP
thrombin,NOUN
and,CCONJ
tranexamic,ADJ
acid,NOUN
(,PUNCT
AMCA,PROPN
),PUNCT
in,ADP
the,DET
rat,NOUN
gives,VERB
rise,VERB
to,ADP
pulmonary,ADJ
and,CCONJ
renal,ADJ
insufficiency,NOUN
resembling,VERB
that,DET
occurring,VERB
after,ADP
trauma,NOUN
or,CCONJ
sepsis,NOUN
in,ADP
man,NOUN
.,PUNCT
Injection,NOUN
of,ADP
Captopril,PROPN
(,PUNCT
1,NUM
mg,NUM
/,SYM
kg,NOUN
),PUNCT
",",PUNCT
an,DET
inhibitor,NOUN
of,ADP
angiotensin,NOUN
converting,VERB
enzyme,NOUN
(,PUNCT
ACE,PROPN
),PUNCT
",",PUNCT
reduced,VERB
both,DET
pulmonary,ADJ
and,CCONJ
renal,ADJ
insufficiency,NOUN
in,ADP
this,DET
rat,NOUN
model,NOUN
.,PUNCT
The,DET
contents,NOUN
of,ADP
albumin,NOUN
in,ADP
the,DET
lungs,NOUN
were,VERB
not,ADV
changed,VERB
",",PUNCT
indicating,VERB
that,ADP
Captopril,PROPN
did,VERB
not,ADV
influence,VERB
the,DET
extravasation,NOUN
of,ADP
protein,NOUN
.,PUNCT
Renal,ADJ
damage,NOUN
as,ADP
reflected,VERB
by,ADP
an,DET
increase,NOUN
in,ADP
serum,NOUN
urea,NOUN
and,CCONJ
in,ADP
kidney,NOUN
weight,NOUN
was,VERB
prevented,VERB
by,ADP
Captopril,PROPN
.,PUNCT
The,DET
amount,NOUN
of,ADP
fibrin,NOUN
in,ADP
the,DET
kidneys,NOUN
was,VERB
also,ADV
considerably,ADV
lower,ADJ
than,ADP
in,ADP
animals,NOUN
which,ADJ
received,VERB
thrombin,NOUN
and,CCONJ
AMCA,PROPN
alone,ADV
.,PUNCT
It,PRON
is,VERB
suggested,VERB
that,ADP
the,DET
effects,NOUN
of,ADP
Captopril,PROPN
on,ADP
the,DET
lungs,NOUN
may,VERB
be,VERB
attributable,ADJ
to,ADP
a,DET
vasodilatory,NOUN
effect,NOUN
due,ADP
to,ADP
a,DET
reduction,NOUN
in,ADP
the,DET
circulating,NOUN
level,NOUN
of,ADP
Angiotension,PROPN
II,PROPN
and,CCONJ
an,DET
increase,NOUN
in,ADP
prostacyclin,PROPN
(,PUNCT
secondary,ADJ
to,ADP
an,DET
increase,NOUN
in,ADP
bradykinin,NOUN
),PUNCT
.,PUNCT
Captopril,PROPN
may,VERB
",",PUNCT
by,ADP
the,DET
same,ADJ
mechanism,NOUN
",",PUNCT
reduce,VERB
the,DET
increase,NOUN
in,ADP
glomerular,ADJ
filtration,NOUN
that,ADJ
is,VERB
known,VERB
to,PART
occur,VERB
after,ADP
an,DET
injection,NOUN
of,ADP
thrombin,NOUN
",",PUNCT
thereby,ADV
diminishing,VERB
the,DET
aggregation,NOUN
of,ADP
fibrin,NOUN
monomers,NOUN
in,ADP
the,DET
glomeruli,NOUN
",",PUNCT
with,ADP
the,DET
result,NOUN
that,ADJ
less,ADJ
fibrin,NOUN
will,VERB
be,VERB
deposited,VERB
and,CCONJ
thus,ADV
less,ADJ
kidney,NOUN
damage,NOUN
will,VERB
be,VERB
produced,VERB
.,PUNCT
A,DET
randomized,ADJ
comparison,NOUN
of,ADP
labetalol,NOUN
and,CCONJ
nitroprusside,NOUN
for,ADP
induced,VERB
hypotension,NOUN
.,PUNCT
In,ADP
a,DET
randomized,ADJ
study,NOUN
",",PUNCT
labetalol,NOUN
-,PUNCT
induced,VERB
hypotension,NOUN
and,CCONJ
nitroprusside,ADV
-,PUNCT
induced,VERB
hypotension,NOUN
were,VERB
compared,VERB
in,ADP
20,NUM
patients,NOUN
(,PUNCT
10,NUM
in,ADP
each,DET
group,NOUN
),PUNCT
scheduled,VERB
for,ADP
major,ADJ
orthopedic,ADJ
procedures,NOUN
.,PUNCT
Each,DET
patient,NOUN
was,VERB
subjected,VERB
to,ADP
an,DET
identical,ADJ
anesthetic,NOUN
protocol,NOUN
and,CCONJ
similar,ADJ
drug,NOUN
-,PUNCT
induced,VERB
reductions,NOUN
in,ADP
mean,ADJ
arterial,ADJ
blood,NOUN
pressure,NOUN
(,PUNCT
BP,PROPN
),PUNCT
(,PUNCT
50,NUM
to,PART
55,NUM
mmHg,NOUN
),PUNCT
.,PUNCT
Nitroprusside,PROPN
infusion,NOUN
was,VERB
associated,VERB
with,ADP
a,DET
significant,ADJ
(,PUNCT
p,NOUN
less,ADJ
than,ADP
0.05,NUM
),PUNCT
increase,NOUN
in,ADP
heart,NOUN
rate,NOUN
and,CCONJ
cardiac,ADJ
output,NOUN
;,PUNCT
rebound,VERB
hypertension,NOUN
was,VERB
observed,VERB
in,ADP
three,NUM
patients,NOUN
after,ADP
discontinuation,NOUN
of,ADP
nitroprusside,NOUN
.,PUNCT
Labetalol,PROPN
administration,NOUN
was,VERB
not,ADV
associated,VERB
with,ADP
any,DET
of,ADP
these,DET
findings,NOUN
.,PUNCT
Arterial,ADJ
PO2,PROPN
decreased,VERB
in,ADP
both,DET
groups,NOUN
.,PUNCT
It,PRON
was,VERB
concluded,VERB
that,ADP
labetalol,NOUN
offers,VERB
advantages,NOUN
over,ADP
nitroprusside,NOUN
.,PUNCT
Chronic,ADJ
carbamazepine,NOUN
treatment,NOUN
in,ADP
the,DET
rat,NOUN
:,PUNCT
efficacy,NOUN
",",PUNCT
toxicity,NOUN
",",PUNCT
and,CCONJ
effect,NOUN
on,ADP
plasma,NOUN
and,CCONJ
tissue,NOUN
folate,ADJ
concentrations,NOUN
.,PUNCT
Folate,PROPN
depletion,NOUN
has,VERB
often,ADV
been,VERB
a,DET
problem,NOUN
in,ADP
chronic,ADJ
antiepileptic,ADJ
drug,NOUN
(,PUNCT
AED,PROPN
),PUNCT
therapy,NOUN
.,PUNCT
Carbamazepine,PROPN
(,PUNCT
CBZ,PROPN
),PUNCT
",",PUNCT
a,DET
commonly,ADV
used,VERB
AED,PROPN
",",PUNCT
has,VERB
been,VERB
implicated,VERB
in,ADP
some,DET
clinical,ADJ
studies,NOUN
.,PUNCT
A,DET
rat,NOUN
model,NOUN
was,VERB
developed,VERB
to,PART
examine,VERB
the,DET
effects,NOUN
of,ADP
chronic,ADJ
CBZ,PROPN
treatment,NOUN
on,ADP
folate,NOUN
concentrations,NOUN
in,ADP
the,DET
rat,NOUN
.,PUNCT
In,ADP
the,DET
course,NOUN
of,ADP
developing,VERB
this,DET
model,NOUN
",",PUNCT
a,DET
common,ADJ
vehicle,NOUN
",",PUNCT
propylene,NOUN
glycol,NOUN
",",PUNCT
by,ADP
itself,PRON
in,ADP
high,ADJ
doses,NOUN
",",PUNCT
was,VERB
found,VERB
to,ADP
exhibit,VERB
protective,ADJ
properties,NOUN
against,ADP
induced,VERB
seizures,NOUN
and,CCONJ
inhibited,VERB
weight,NOUN
gain,NOUN
.,PUNCT
Seizures,NOUN
induced,VERB
by,ADP
hexafluorodiethyl,NOUN
ether,NOUN
(,PUNCT
HFDE,PROPN
),PUNCT
were,VERB
also,ADV
found,VERB
to,PART
be,VERB
a,DET
more,ADV
sensitive,ADJ
measure,NOUN
of,ADP
protection,NOUN
by,ADP
CBZ,PROPN
than,ADP
seizures,NOUN
induced,VERB
by,ADP
maximal,ADJ
electroshock,NOUN
(,PUNCT
MES,PROPN
),PUNCT
.,PUNCT
Oral,ADJ
administration,NOUN
of,ADP
CBZ,PROPN
as,ADP
an,DET
aqueous,ADJ
suspension,NOUN
every,DET
8,NUM
h,NOUN
at,ADP
a,DET
dose,NOUN
of,ADP
250,NUM
mg,PROPN
/,SYM
kg,PROPN
was,VERB
continuously,ADV
protective,ADJ
against,ADP
HFDE,PROPN
-,PUNCT
induced,VERB
seizures,NOUN
and,CCONJ
was,VERB
minimally,ADV
toxic,ADJ
as,ADP
measured,VERB
by,ADP
weight,NOUN
gain,NOUN
over,ADP
8,NUM
weeks,NOUN
of,ADP
treatment,NOUN
.,PUNCT
The,DET
CBZ,PROPN
levels,NOUN
measured,VERB
in,ADP
plasma,NOUN
and,CCONJ
brain,NOUN
of,ADP
these,DET
animals,NOUN
",",PUNCT
however,ADV
",",PUNCT
were,VERB
below,ADP
those,DET
normally,ADV
considered,VERB
protective,ADJ
.,PUNCT
This,DET
treatment,NOUN
with,ADP
CBZ,PROPN
had,VERB
no,DET
apparent,ADJ
adverse,ADJ
effect,NOUN
on,ADP
folate,NOUN
concentrations,NOUN
in,ADP
the,DET
rat,NOUN
",",PUNCT
and,CCONJ
",",PUNCT
indeed,ADV
",",PUNCT
the,DET
folate,NOUN
concentration,NOUN
increased,VERB
in,ADP
liver,NOUN
after,ADP
6,NUM
weeks,NOUN
of,ADP
treatment,NOUN
and,CCONJ
in,ADP
plasma,NOUN
at,ADP
8,NUM
weeks,NOUN
of,ADP
treatment,NOUN
.,PUNCT
In,ADP
six,NUM
conscious,ADJ
",",PUNCT
trained,VERB
dogs,NOUN
",",PUNCT
maintained,VERB
on,ADP
a,DET
normal,ADJ
sodium,NOUN
intake,NOUN
of,ADP
2,NUM
to,ADP
4,NUM
mEq,PROPN
/,SYM
kg,PROPN
/,SYM
day,NOUN
",",PUNCT
sympathetic,ADJ
activity,NOUN
was,VERB
assessed,VERB
as,ADP
the,DET
release,NOUN
rate,NOUN
of,ADP
norepinephrine,NOUN
and,CCONJ
epinephrine,NOUN
during,ADP
15-minute,ADJ
i.v,NOUN
.,PUNCT
6%,NUM
(,PUNCT
p,NOUN
less,ADJ
than,ADP
0.001,NUM
),PUNCT
",",PUNCT
respectively,ADV
",",PUNCT
but,CCONJ
no,DET
tachycardia,NOUN
and,CCONJ
no,DET
augmentation,NOUN
of,ADP
the,DET
norepinephrine,ADJ
release,NOUN
rate,NOUN
(,PUNCT
up,ADP
to,ADP
0.3,NUM
microgram,PROPN
/,SYM
kg,PROPN
/,SYM
min,NOUN
),PUNCT
were,VERB
observed,VERB
",",PUNCT
which,ADJ
is,VERB
in,ADP
contrast,NOUN
to,ADP
comparable,ADJ
hypotension,NOUN
induced,VERB
by,ADP
hydralazine,NOUN
or,CCONJ
nitroglycerin,NOUN
.,PUNCT
The,DET
release,NOUN
rate,NOUN
of,ADP
epinephrine,NOUN
(,PUNCT
control,NOUN
",",PUNCT
6.7,NUM
+,X
/-,PUNCT
Death,NOUN
from,ADP
chemotherapy,NOUN
in,ADP
gestational,ADJ
trophoblastic,ADJ
disease,NOUN
.,PUNCT
Multiple,PROPN
cytotoxic,ADJ
drug,NOUN
administration,NOUN
is,VERB
the,DET
generally,ADV
accepted,VERB
treatment,NOUN
of,ADP
patients,NOUN
with,ADP
a,DET
high,ADJ
-,PUNCT
risk,NOUN
stage,NOUN
of,ADP
choriocarcinoma,NOUN
.,PUNCT
The,DET
multiple,ADJ
drug,NOUN
schema,NOUN
consisted,VERB
of,ADP
:,PUNCT
Etoposide,ADV
16.213,NUM
",",PUNCT
Methotrexate,PROPN
",",PUNCT
Cyclophosphamide,PROPN
",",PUNCT
Actomycin,PROPN
-,PUNCT
D,PROPN
",",PUNCT
and,CCONJ
Cisplatin,PROPN
.,PUNCT
On,ADP
the,DET
first,ADJ
day,NOUN
of,ADP
the,DET
schedule,NOUN
",",PUNCT
moderate,ADJ
high,ADJ
doses,NOUN
of,ADP
Methotrexate,PROPN
",",PUNCT
Etoposide,PROPN
and,CCONJ
Cyclophosphamide,PROPN
were,VERB
administered,VERB
.,PUNCT
Within,ADP
8,NUM
hours,NOUN
after,ADP
initiation,NOUN
of,ADP
therapy,NOUN
the,DET
patient,NOUN
died,VERB
with,ADP
a,DET
clinical,ADJ
picture,NOUN
resembling,VERB
massive,ADJ
pulmonary,ADJ
obstruction,NOUN
due,ADJ
to,ADP
choriocarcinomic,ADJ
tissue,NOUN
plugs,NOUN
",",PUNCT
probably,ADV
originating,VERB
from,ADP
the,DET
uterus,NOUN
.,PUNCT
Formation,NOUN
of,ADP
these,DET
plugs,NOUN
was,VERB
probably,ADV
due,ADJ
to,ADP
extensive,ADJ
tumor,NOUN
necrosis,NOUN
at,ADP
the,DET
level,NOUN
of,ADP
the,DET
walls,NOUN
of,ADP
the,DET
major,ADJ
uterine,NOUN
veins,NOUN
",",PUNCT
which,ADJ
resulted,VERB
in,ADP
an,DET
open,ADJ
exchange,NOUN
of,ADP
tumor,NOUN
plugs,NOUN
to,ADP
the,DET
vascular,ADJ
spaces,NOUN
;,PUNCT
decrease,NOUN
in,ADP
tumor,NOUN
tissue,NOUN
coherence,NOUN
secondary,ADJ
to,ADP
chemotherapy,NOUN
may,VERB
have,VERB
further,ADV
contributed,VERB
to,ADP
the,DET
formation,NOUN
of,ADP
tumor,NOUN
emboli,NOUN
.,PUNCT
In,ADP
view,NOUN
of,ADP
the,DET
close,ADJ
time,NOUN
association,NOUN
between,ADP
the,DET
start,NOUN
of,ADP
chemotherapy,NOUN
and,CCONJ
the,DET
acute,ADJ
onset,NOUN
of,ADP
massive,ADJ
embolism,NOUN
other,ADJ
explanations,NOUN
",",PUNCT
such,ADJ
as,ADP
spontaneous,ADJ
necrosis,NOUN
",",PUNCT
must,VERB
be,VERB
considered,VERB
less,ADV
likely,ADJ
.,PUNCT
Patients,NOUN
with,ADP
large,ADJ
pelvic,ADJ
tumor,NOUN
loads,NOUN
are,VERB
",",PUNCT
according,VERB
to,ADP
existing,VERB
classifications,NOUN
",",PUNCT
at,ADP
high,ADJ
risk,NOUN
to,PART
die,VERB
and,CCONJ
to,PART
develop,VERB
drug,NOUN
resistance,NOUN
.,PUNCT
Sexual,ADJ
dysfunction,NOUN
among,ADP
patients,NOUN
with,ADP
arthritis,NOUN
.,PUNCT
The,DET
relationship,NOUN
of,ADP
arthritis,NOUN
and,CCONJ
sexual,ADJ
dysfunction,NOUN
was,VERB
investigated,VERB
among,ADP
169,NUM
patients,NOUN
with,ADP
rheumatoid,NOUN
arthritis,NOUN
",",PUNCT
osteoarthritis,NOUN
and,CCONJ
spondyloarthropathy,NOUN
",",PUNCT
130,NUM
of,ADP
whom,NOUN
were,VERB
pair,NOUN
-,PUNCT
matched,VERB
to,ADP
controls,NOUN
.,PUNCT
Assessments,NOUN
of,ADP
marital,ADJ
happiness,NOUN
and,CCONJ
depressed,ADJ
mood,NOUN
were,VERB
also,ADV
made,VERB
using,VERB
the,DET
CES,PROPN
-,PUNCT
D,PROPN
and,CCONJ
the,DET
Azrin,PROPN
Marital,PROPN
Happiness,PROPN
Scale,PROPN
(,PUNCT
AMHS,PROPN
),PUNCT
.,PUNCT
Sexual,ADJ
dysfunctions,NOUN
were,VERB
found,VERB
to,PART
be,VERB
common,ADJ
among,ADP
patients,NOUN
and,CCONJ
controls,NOUN
",",PUNCT
the,DET
majority,NOUN
in,ADP
both,DET
groups,NOUN
reporting,VERB
one,NUM
or,CCONJ
more,ADJ
dysfunctions,NOUN
.,PUNCT
Impotence,NOUN
was,VERB
more,ADV
common,ADJ
among,ADP
male,ADJ
patients,NOUN
than,ADP
controls,NOUN
and,CCONJ
was,VERB
found,VERB
to,PART
be,VERB
associated,VERB
with,ADP
co,NOUN
-,PUNCT
morbidity,NOUN
and,CCONJ
the,DET
taking,NOUN
of,ADP
methotrexate,NOUN
.,PUNCT
Depressed,ADJ
mood,NOUN
was,VERB
more,ADV
common,ADJ
among,ADP
patients,NOUN
and,CCONJ
was,VERB
associated,VERB
with,ADP
certain,ADJ
sexual,ADJ
difficulties,NOUN
",",PUNCT
but,CCONJ
not,ADV
with,ADP
impotence,NOUN
.,PUNCT
Marital,ADJ
unhappiness,NOUN
",",PUNCT
as,ADP
indicated,VERB
by,ADP
AMHS,PROPN
scores,NOUN
",",PUNCT
was,VERB
not,ADV
associated,VERB
with,ADP
arthritis,NOUN
but,CCONJ
was,VERB
associated,VERB
with,ADP
sexual,ADJ
dysfunction,NOUN
",",PUNCT
sexual,ADJ
dissatisfaction,NOUN
and,CCONJ
being,VERB
female,ADJ
.,PUNCT
Does,VERB
paracetamol,NOUN
cause,VERB
urothelial,ADJ
cancer,NOUN
or,CCONJ
renal,ADJ
papillary,ADJ
necrosis,NOUN
?,PUNCT
The,DET
risk,NOUN
of,ADP
developing,VERB
renal,ADJ
papillary,ADJ
necrosis,NOUN
or,CCONJ
cancer,NOUN
of,ADP
the,DET
renal,ADJ
pelvis,NOUN
",",PUNCT
ureter,NOUN
or,CCONJ
bladder,NOUN
associated,VERB
with,ADP
consumption,NOUN
of,ADP
either,CCONJ
phenacetin,NOUN
or,CCONJ
paracetamol,NOUN
was,VERB
calculated,VERB
from,ADP
data,NOUN
acquired,VERB
by,ADP
questionnaire,NOUN
from,ADP
381,NUM
cases,NOUN
and,CCONJ
808,NUM
controls,NOUN
.,PUNCT
The,DET
risk,NOUN
of,ADP
renal,ADJ
papillary,ADJ
necrosis,NOUN
was,VERB
increased,VERB
nearly,ADV
20-fold,ADV
by,ADP
consumption,NOUN
of,ADP
phenacetin,NOUN
",",PUNCT
which,ADJ
also,ADV
increased,VERB
the,DET
risk,NOUN
for,ADP
cancer,NOUN
of,ADP
the,DET
renal,ADJ
pelvis,NOUN
and,CCONJ
bladder,NOUN
but,CCONJ
not,ADV
for,ADP
ureteric,ADJ
cancer,NOUN
.,PUNCT
By,ADP
contrast,NOUN
",",PUNCT
we,PRON
were,VERB
unable,ADJ
to,PART
substantiate,VERB
an,DET
increased,VERB
risk,NOUN
from,ADP
paracetamol,NOUN
consumption,NOUN
for,ADP
renal,ADJ
papillary,ADJ
necrosis,NOUN
or,CCONJ
any,DET
of,ADP
these,DET
cancers,NOUN
although,ADP
there,ADV
was,VERB
a,DET
suggestion,NOUN
of,ADP
an,DET
association,NOUN
with,ADP
cancer,NOUN
of,ADP
the,DET
ureter,NOUN
.,PUNCT
Dapsone,PROPN
-,PUNCT
associated,VERB
Heinz,PROPN
body,NOUN
hemolytic,ADJ
anemia,NOUN
in,ADP
a,DET
Cambodian,ADJ
woman,NOUN
with,ADP
hemoglobin,NOUN
E,NOUN
trait,NOUN
.,PUNCT
A,DET
Cambodian,ADJ
woman,NOUN
with,ADP
hemoglobin,NOUN
E,NOUN
trait,NOUN
(,PUNCT
AE,PROPN
),PUNCT
and,CCONJ
leprosy,NOUN
developed,VERB
a,DET
Heinz,PROPN
body,NOUN
hemolytic,ADJ
anemia,NOUN
while,ADP
taking,VERB
a,DET
dose,NOUN
of,ADP
dapsone,NOUN
(,PUNCT
50,NUM
mg,NUM
/,SYM
day,NOUN
),PUNCT
not,ADV
usually,ADV
associated,VERB
with,ADP
clinical,ADJ
hemolysis,NOUN
.,PUNCT
Her,ADJ
red,ADJ
blood,NOUN
cells,NOUN
(,PUNCT
RBCs,PROPN
),PUNCT
had,VERB
increased,VERB
incubated,VERB
Heinz,PROPN
body,NOUN
formation,NOUN
",",PUNCT
decreased,VERB
reduced,VERB
glutathione,NOUN
(,PUNCT
GSH,PROPN
),PUNCT
",",PUNCT
and,CCONJ
decreased,VERB
GSH,PROPN
stability,NOUN
.,PUNCT
The,DET
pentose,ADJ
phosphate,NOUN
shunt,NOUN
activity,NOUN
of,ADP
the,DET
dapsone,NOUN
-,PUNCT
exposed,VERB
AE,PROPN
RBCs,PROPN
was,VERB
increased,VERB
compared,VERB
to,ADP
normal,ADJ
RBCs,NOUN
.,PUNCT
Although,ADP
the,DET
AE,PROPN
RBCs,PROPN
from,ADP
an,DET
individual,NOUN
not,ADV
taking,VERB
dapsone,NOUN
had,VERB
increased,VERB
incubated,VERB
Heinz,PROPN
body,NOUN
formation,NOUN
",",PUNCT
the,DET
GSH,PROPN
content,NOUN
and,CCONJ
GSH,PROPN
stability,NOUN
were,VERB
normal,ADJ
.,PUNCT
The,DET
pentose,ADJ
phosphate,NOUN
shunt,NOUN
activity,NOUN
of,ADP
the,DET
non,ADJ
-,PUNCT
dapsone,NOUN
-,PUNCT
exposed,VERB
AE,PROPN
RBCs,PROPN
was,VERB
decreased,VERB
compared,VERB
to,ADP
normal,ADJ
RBCs,NOUN
.,PUNCT
Thus,ADV
",",PUNCT
AE,PROPN
RBCs,PROPN
appear,VERB
to,PART
have,VERB
an,DET
increased,VERB
sensitivity,NOUN
to,PART
oxidant,VERB
stress,NOUN
both,CCONJ
in,ADP
vitro,NOUN
and,CCONJ
in,ADP
vivo,NOUN
",",PUNCT
since,ADP
dapsone,NOUN
does,VERB
not,ADV
cause,VERB
hemolytic,ADJ
anemia,NOUN
at,ADP
this,DET
dose,NOUN
in,ADP
hematologically,ADV
normal,ADJ
individuals,NOUN
.,PUNCT
Given,VERB
the,DET
influx,NOUN
of,ADP
Southeast,PROPN
Asians,PROPN
into,ADP
the,DET
United,PROPN
States,PROPN
",",PUNCT
oxidant,ADJ
medications,NOUN
should,VERB
be,VERB
used,VERB
with,ADP
caution,NOUN
",",PUNCT
especially,ADV
if,ADP
an,DET
infection,NOUN
is,VERB
present,ADJ
",",PUNCT
in,ADP
individuals,NOUN
of,ADP
ethnic,ADJ
backgrounds,NOUN
that,ADJ
have,VERB
an,DET
increased,VERB
prevalence,NOUN
of,ADP
hemoglobin,NOUN
E.,PROPN
Severe,ADJ
complications,NOUN
of,ADP
antianginal,ADJ
drug,NOUN
therapy,NOUN
in,ADP
a,DET
patient,NOUN
identified,VERB
as,ADP
a,DET
poor,ADJ
metabolizer,NOUN
of,ADP
metoprolol,NOUN
",",PUNCT
propafenone,NOUN
",",PUNCT
diltiazem,NOUN
",",PUNCT
and,CCONJ
sparteine,NOUN
.,PUNCT
A,DET
47-year,NUM
-,PUNCT
old,ADJ
patient,NOUN
suffering,VERB
from,ADP
coronary,ADJ
artery,NOUN
disease,NOUN
was,VERB
admitted,VERB
to,ADP
the,DET
CCU,PROPN
in,ADP
shock,NOUN
with,ADP
III,PROPN
.,PUNCT
AV,NOUN
block,NOUN
",",PUNCT
severe,ADJ
hypotension,NOUN
",",PUNCT
and,CCONJ
impairment,NOUN
of,ADP
ventricular,ADJ
function,NOUN
.,PUNCT
One,NUM
week,NOUN
prior,ADV
to,ADP
admission,NOUN
a,DET
therapy,NOUN
with,ADP
standard,ADJ
doses,NOUN
of,ADP
metoprolol,NOUN
(,PUNCT
100,NUM
mg,NUM
t.i.d,NUM
.,PUNCT
and,CCONJ
then,ADV
100,NUM
mg,NUM
b.i.d,NOUN
.,PUNCT
),PUNCT
had,VERB
been,VERB
initiated,VERB
.,PUNCT
Two,NUM
days,NOUN
before,ADP
admission,NOUN
diltiazem,NOUN
(,PUNCT
60,NUM
mg,NUM
b.i.d,NOUN
.,PUNCT
),PUNCT
was,VERB
prescribed,VERB
in,ADP
addition,NOUN
.,PUNCT
Analyses,NOUN
of,ADP
a,DET
blood,NOUN
sample,NOUN
revealed,VERB
unusually,ADV
high,ADJ
plasma,NOUN
concentrations,NOUN
of,ADP
metoprolol,NOUN
(,PUNCT
greater,ADJ
than,ADP
3000,NUM
ng,PROPN
/,SYM
ml,PROPN
),PUNCT
and,CCONJ
diltiazem,NOUN
(,PUNCT
526,NUM
ng,PROPN
/,SYM
ml,PROPN
),PUNCT
.,PUNCT
Three,NUM
months,NOUN
later,ADV
the,DET
patient,NOUN
was,VERB
exposed,VERB
to,ADP
a,DET
single,ADJ
dose,NOUN
of,ADP
metoprolol,NOUN
",",PUNCT
diltiazem,NOUN
",",PUNCT
propafenone,NOUN
(,PUNCT
since,ADP
he,PRON
had,VERB
received,VERB
this,DET
drug,NOUN
in,ADP
the,DET
past,NOUN
),PUNCT
",",PUNCT
and,CCONJ
sparteine,NOUN
(,PUNCT
as,ADP
a,DET
probe,NOUN
for,ADP
the,DET
debrisoquine,NOUN
/,PUNCT
sparteine,ADJ
type,NOUN
polymorphism,NOUN
of,ADP
oxidative,ADJ
drug,NOUN
metabolism,NOUN
),PUNCT
.,PUNCT
Therefore,ADV
",",PUNCT
patients,NOUN
belonging,VERB
to,ADP
the,DET
poor,ADJ
-,PUNCT
metabolizer,NOUN
phenotype,NOUN
of,ADP
sparteine,NOUN
/,SYM
debrisoquine,NOUN
polymorphism,NOUN
in,ADP
drug,NOUN
metabolism,NOUN
",",PUNCT
which,ADJ
constitutes,VERB
6.4%,NUM
of,ADP
the,DET
German,ADJ
population,NOUN
",",PUNCT
may,VERB
experience,VERB
adverse,ADJ
drug,NOUN
reactions,NOUN
when,ADV
treated,VERB
with,ADP
standard,ADJ
doses,NOUN
of,ADP
one,NUM
of,ADP
these,DET
drugs,NOUN
alone,ADV
.,PUNCT
Triazolam,PROPN
-,PUNCT
induced,VERB
brief,ADJ
episodes,NOUN
of,ADP
secondary,ADJ
mania,NOUN
in,ADP
a,DET
depressed,ADJ
patient,NOUN
.,PUNCT
Large,ADJ
doses,NOUN
of,ADP
triazolam,NOUN
repeatedly,ADV
induced,VERB
brief,ADJ
episodes,NOUN
of,ADP
mania,NOUN
in,ADP
a,DET
depressed,ADJ
elderly,ADJ
woman,NOUN
.,PUNCT
Features,NOUN
of,ADP
organic,ADJ
mental,ADJ
disorder,NOUN
(,PUNCT
delirium,NOUN
),PUNCT
were,VERB
not,ADV
present,ADJ
.,PUNCT
Manic,ADJ
excitement,NOUN
was,VERB
coincident,ADJ
with,ADP
the,DET
duration,NOUN
of,ADP
action,NOUN
of,ADP
triazolam,NOUN
.,PUNCT
The,DET
possible,ADJ
contribution,NOUN
of,ADP
the,DET
triazolo,NOUN
group,NOUN
to,ADP
changes,NOUN
in,ADP
affective,ADJ
status,NOUN
is,VERB
discussed,VERB
.,PUNCT
On,ADP
the,DET
mechanisms,NOUN
of,ADP
the,DET
development,NOUN
of,ADP
tolerance,NOUN
to,ADP
the,DET
muscular,ADJ
rigidity,NOUN
produced,VERB
by,ADP
morphine,NOUN
in,ADP
rats,NOUN
