word,label
levels,O
measured,O
in,O
plasma,O
and,O
brain,O
of,O
these,O
animals,O
",",O
however,O
",",O
were,O
below,O
those,O
normally,O
considered,O
protective,O
.,O
This,O
treatment,O
with,O
CBZ,I-Entity
had,O
no,O
apparent,O
adverse,O
effect,O
on,O
folate,I-Entity
concentrations,O
in,O
the,O
rat,O
",",O
and,O
",",O
indeed,O
",",O
the,O
folate,I-Entity
concentration,O
increased,O
in,O
liver,O
after,O
6,O
weeks,O
of,O
treatment,O
and,O
in,O
plasma,O
at,O
8,O
weeks,O
of,O
treatment,O
.,O
In,O
six,O
conscious,O
",",O
trained,O
dogs,O
",",O
maintained,O
on,O
a,O
normal,O
sodium,I-Entity
intake,O
of,O
2,O
to,O
4,O
mEq,O
/,O
kg,O
/,O
day,O
",",O
sympathetic,O
activity,O
was,O
assessed,O
as,O
the,O
release,O
rate,O
of,O
norepinephrine,I-Entity
and,O
epinephrine,I-Entity
during,O
15-minute,O
i.v,O
.,O
6%,O
(,O
p,O
less,O
than,O
0.001,O
),O
",",O
respectively,O
",",O
but,O
no,O
tachycardia,I-Entity
and,O
no,O
augmentation,O
of,O
the,O
norepinephrine,I-Entity
release,O
rate,O
(,O
up,O
to,O
0.3,O
microgram,O
/,O
kg,O
/,O
min,O
),O
were,O
observed,O
",",O
which,O
is,O
in,O
contrast,O
to,O
comparable,O
hypotension,I-Entity
induced,O
by,O
hydralazine,I-Entity
or,O
nitroglycerin,I-Entity
.,O
The,O
release,O
rate,O
of,O
epinephrine,I-Entity
(,O
control,O
",",O
6.7,O
+,O
/-,O
Death,I-Entity
from,O
chemotherapy,O
in,O
gestational,B-Entity
trophoblastic,I-Entity
disease,I-Entity
.,O
Multiple,O
cytotoxic,O
drug,O
administration,O
is,O
the,O
generally,O
accepted,O
treatment,O
of,O
patients,O
with,O
a,O
high,O
-,O
risk,O
stage,O
of,O
choriocarcinoma,I-Entity
.,O
The,O
multiple,O
drug,O
schema,O
consisted,O
of,O
:,O
Etoposide,I-Entity
16.213,O
",",O
Methotrexate,I-Entity
",",O
Cyclophosphamide,I-Entity
",",O
Actomycin,B-Entity
-,I-Entity
D,I-Entity
",",O
and,O
Cisplatin,I-Entity
.,O
On,O
the,O
first,O
day,O
of,O
the,O
schedule,O
",",O
moderate,O
high,O
doses,O
of,O
Methotrexate,I-Entity
",",O
Etoposide,I-Entity
and,O
Cyclophosphamide,I-Entity
were,O
administered,O
.,O
Within,O
8,O
hours,O
after,O
initiation,O
of,O
therapy,O
the,O
patient,O
died,O
with,O
a,O
clinical,O
picture,O
resembling,O
massive,O
pulmonary,B-Entity
obstruction,I-Entity
due,O
to,O
choriocarcinomic,O
tissue,O
plugs,O
",",O
probably,O
originating,O
from,O
the,O
uterus,O
.,O
Formation,O
of,O
these,O
plugs,O
was,O
probably,O
due,O
to,O
extensive,O
tumor,I-Entity
necrosis,I-Entity
at,O
the,O
level,O
of,O
the,O
walls,O
of,O
the,O
major,O
uterine,O
veins,O
",",O
which,O
resulted,O
in,O
an,O
open,O
exchange,O
of,O
tumor,I-Entity
plugs,O
to,O
the,O
vascular,O
spaces,O
;,O
decrease,O
in,O
tumor,I-Entity
tissue,O
coherence,O
secondary,O
to,O
chemotherapy,O
may,O
have,O
further,O
contributed,O
to,O
the,O
formation,O
of,O
tumor,I-Entity
emboli,O
.,O
In,O
view,O
of,O
the,O
close,O
time,O
association,O
between,O
the,O
start,O
of,O
chemotherapy,O
and,O
the,O
acute,O
onset,O
of,O
massive,O
embolism,I-Entity
other,O
explanations,O
",",O
such,O
as,O
spontaneous,O
necrosis,I-Entity
",",O
must,O
be,O
considered,O
less,O
likely,O
.,O
Patients,O
with,O
large,O
pelvic,B-Entity
tumor,I-Entity
loads,O
are,O
",",O
according,O
to,O
existing,O
classifications,O
",",O
at,O
high,O
risk,O
to,O
die,O
and,O
to,O
develop,O
drug,O
resistance,O
.,O
Sexual,B-Entity
dysfunction,I-Entity
among,O
patients,O
with,O
arthritis,I-Entity
.,O
The,O
relationship,O
of,O
arthritis,I-Entity
and,O
sexual,B-Entity
dysfunction,I-Entity
was,O
investigated,O
among,O
169,O
patients,O
with,O
rheumatoid,B-Entity
arthritis,I-Entity
",",O
osteoarthritis,I-Entity
and,O
spondyloarthropathy,I-Entity
",",O
130,O
of,O
whom,O
were,O
pair,O
-,O
matched,O
to,O
controls,O
.,O
Assessments,O
of,O
marital,O
happiness,O
and,O
depressed,B-Entity
mood,I-Entity
were,O
also,O
made,O
using,O
the,O
CES,O
-,O
D,O
and,O
the,O
Azrin,O
Marital,O
Happiness,O
Scale,O
(,O
AMHS,O
),O
.,O
Sexual,B-Entity
dysfunctions,I-Entity
were,O
found,O
to,O
be,O
common,O
among,O
patients,O
and,O
controls,O
",",O
the,O
majority,O
in,O
both,O
groups,O
reporting,O
one,O
or,O
more,O
dysfunctions,O
.,O
Impotence,I-Entity
was,O
more,O
common,O
among,O
male,O
patients,O
than,O
controls,O
and,O
was,O
found,O
to,O
be,O
associated,O
with,O
co,O
-,O
morbidity,O
and,O
the,O
taking,O
of,O
methotrexate,I-Entity
.,O
Depressed,B-Entity
mood,I-Entity
was,O
more,O
common,O
among,O
patients,O
and,O
was,O
associated,O
with,O
certain,O
sexual,O
difficulties,O
",",O
but,O
not,O
with,O
impotence,I-Entity
.,O
Marital,O
unhappiness,O
",",O
as,O
indicated,O
by,O
AMHS,O
scores,O
",",O
was,O
not,O
associated,O
with,O
arthritis,I-Entity
but,O
was,O
associated,O
with,O
sexual,B-Entity
dysfunction,I-Entity
",",O
sexual,O
dissatisfaction,O
and,O
being,O
female,O
.,O
Does,O
paracetamol,I-Entity
cause,O
urothelial,B-Entity
cancer,I-Entity
or,O
renal,B-Entity
papillary,I-Entity
necrosis,I-Entity
?,O
The,O
risk,O
of,O
developing,O
renal,B-Entity
papillary,I-Entity
necrosis,I-Entity
or,O
cancer,B-Entity
of,I-Entity
the,I-Entity
renal,I-Entity
pelvis,I-Entity
",",I-Entity
ureter,I-Entity
or,I-Entity
bladder,I-Entity
associated,O
with,O
consumption,O
of,O
either,O
phenacetin,I-Entity
or,O
paracetamol,I-Entity
was,O
calculated,O
from,O
data,O
acquired,O
by,O
questionnaire,O
from,O
381,O
cases,O
and,O
808,O
controls,O
.,O
The,O
risk,O
of,O
renal,B-Entity
papillary,I-Entity
necrosis,I-Entity
was,O
increased,O
nearly,O
20-fold,O
by,O
consumption,O
of,O
phenacetin,I-Entity
",",O
which,O
also,O
increased,O
the,O
risk,O
for,O
cancer,B-Entity
of,I-Entity
the,I-Entity
renal,I-Entity
pelvis,I-Entity
and,I-Entity
bladder,I-Entity
but,O
not,O
for,O
ureteric,B-Entity
cancer,I-Entity
.,O
By,O
contrast,O
",",O
we,O
were,O
unable,O
to,O
substantiate,O
an,O
increased,O
risk,O
from,O
paracetamol,I-Entity
consumption,O
for,O
renal,B-Entity
papillary,I-Entity
necrosis,I-Entity
or,O
any,O
of,O
these,O
cancers,I-Entity
although,O
there,O
was,O
a,O
suggestion,O
of,O
an,O
association,O
with,O
cancer,B-Entity
of,I-Entity
the,I-Entity
ureter,I-Entity
.,O
Dapsone,I-Entity
-,O
associated,O
Heinz,O
body,O
hemolytic,B-Entity
anemia,I-Entity
in,O
a,O
Cambodian,O
woman,O
with,O
hemoglobin,O
E,O
trait,O
.,O
A,O
Cambodian,O
woman,O
with,O
hemoglobin,O
E,O
trait,O
(,O
AE,O
),O
and,O
leprosy,I-Entity
developed,O
a,O
Heinz,O
body,O
hemolytic,B-Entity
anemia,I-Entity
while,O
taking,O
a,O
dose,O
of,O
dapsone,I-Entity
(,O
50,O
mg,O
/,O
day,O
),O
not,O
usually,O
associated,O
with,O
clinical,O
hemolysis,I-Entity
.,O
Her,O
red,O
blood,O
cells,O
(,O
RBCs,O
),O
had,O
increased,O
incubated,O
Heinz,O
body,O
formation,O
",",O
decreased,O
reduced,O
glutathione,I-Entity
(,O
GSH,I-Entity
),O
",",O
and,O
decreased,O
GSH,I-Entity
stability,O
.,O
The,O
pentose,B-Entity
phosphate,I-Entity
shunt,O
activity,O
of,O
the,O
dapsone,I-Entity
-,O
exposed,O
AE,O
RBCs,O
was,O
increased,O
compared,O
to,O
normal,O
RBCs,O
.,O
Although,O
the,O
AE,O
RBCs,O
from,O
an,O
individual,O
not,O
taking,O
dapsone,I-Entity
had,O
increased,O
incubated,O
Heinz,O
body,O
formation,O
",",O
the,O
GSH,I-Entity
content,O
and,O
GSH,I-Entity
stability,O
were,O
normal,O
.,O
The,O
pentose,B-Entity
phosphate,I-Entity
shunt,O
activity,O
of,O
the,O
non,O
-,O
dapsone,I-Entity
-,O
exposed,O
AE,O
RBCs,O
was,O
decreased,O
compared,O
to,O
normal,O
RBCs,O
.,O
Thus,O
",",O
AE,O
RBCs,O
appear,O
to,O
have,O
an,O
increased,O
sensitivity,O
to,O
oxidant,O
stress,O
both,O
in,O
vitro,O
and,O
in,O
vivo,O
",",O
since,O
dapsone,I-Entity
does,O
not,O
cause,O
hemolytic,B-Entity
anemia,I-Entity
at,O
this,O
dose,O
in,O
hematologically,O
normal,O
individuals,O
.,O
Given,O
the,O
influx,O
of,O
Southeast,O
Asians,O
into,O
the,O
United,O
States,O
",",O
oxidant,O
medications,O
should,O
be,O
used,O
with,O
caution,O
",",O
especially,O
if,O
an,O
infection,I-Entity
is,O
present,O
",",O
in,O
individuals,O
of,O
ethnic,O
backgrounds,O
that,O
have,O
an,O
increased,O
prevalence,O
of,O
hemoglobin,O
E.,O
Severe,O
complications,O
of,O
antianginal,O
drug,O
therapy,O
in,O
a,O
patient,O
identified,O
as,O
a,O
poor,O
metabolizer,O
of,O
metoprolol,I-Entity
",",O
propafenone,I-Entity
",",O
diltiazem,I-Entity
",",O
and,O
sparteine,I-Entity
.,O
A,O
47-year,O
-,O
old,O
patient,O
suffering,O
from,O
coronary,B-Entity
artery,I-Entity
disease,I-Entity
was,O
admitted,O
to,O
the,O
CCU,O
in,O
shock,I-Entity
with,O
III,O
.,O
AV,B-Entity
block,I-Entity
",",O
severe,O
hypotension,I-Entity
",",O
and,O
impairment,B-Entity
of,I-Entity
ventricular,I-Entity
function,I-Entity
.,O
One,O
week,O
prior,O
to,O
admission,O
a,O
therapy,O
with,O
standard,O
doses,O
of,O
metoprolol,I-Entity
(,O
100,O
mg,O
t.i.d,O
.,O
and,O
then,O
100,O
mg,O
b.i.d,O
.,O
),O
had,O
been,O
initiated,O
.,O
Two,O
days,O
before,O
admission,O
diltiazem,I-Entity
(,O
60,O
mg,O
b.i.d,O
.,O
),O
was,O
prescribed,O
in,O
addition,O
.,O
Analyses,O
of,O
a,O
blood,O
sample,O
revealed,O
unusually,O
high,O
plasma,O
concentrations,O
of,O
metoprolol,I-Entity
(,O
greater,O
than,O
3000,O
ng,O
/,O
ml,O
),O
and,O
diltiazem,I-Entity
(,O
526,O
ng,O
/,O
ml,O
),O
.,O
Three,O
months,O
later,O
the,O
patient,O
was,O
exposed,O
to,O
a,O
single,O
dose,O
of,O
metoprolol,I-Entity
",",O
diltiazem,I-Entity
",",O
propafenone,I-Entity
(,O
since,O
he,O
had,O
received,O
this,O
drug,O
in,O
the,O
past,O
),O
",",O
and,O
sparteine,I-Entity
(,O
as,O
a,O
probe,O
for,O
the,O
debrisoquine,I-Entity
/,O
sparteine,I-Entity
type,O
polymorphism,O
of,O
oxidative,O
drug,O
metabolism,O
),O
.,O
Therefore,O
",",O
patients,O
belonging,O
to,O
the,O
poor,O
-,O
metabolizer,O
phenotype,O
of,O
sparteine,I-Entity
/,O
debrisoquine,I-Entity
polymorphism,O
in,O
drug,O
metabolism,O
",",O
which,O
constitutes,O
6.4%,O
of,O
the,O
German,O
population,O
",",O
may,O
experience,O
adverse,B-Entity
drug,I-Entity
reactions,I-Entity
when,O
treated,O
with,O
standard,O
doses,O
of,O
one,O
of,O
these,O
drugs,O
alone,O
.,O
Triazolam,I-Entity
-,O
induced,O
brief,O
episodes,O
of,O
secondary,O
mania,I-Entity
in,O
a,O
depressed,I-Entity
patient,O
.,O
Large,O
doses,O
of,O
triazolam,I-Entity
repeatedly,O
induced,O
brief,O
episodes,O
of,O
mania,I-Entity
in,O
a,O
depressed,I-Entity
elderly,O
woman,O
.,O
Features,O
of,O
organic,B-Entity
mental,I-Entity
disorder,I-Entity
(,O
delirium,I-Entity
),O
were,O
not,O
present,O
.,O
Manic,I-Entity
excitement,O
was,O
coincident,O
with,O
the,O
duration,O
of,O
action,O
of,O
triazolam,I-Entity
.,O
The,O
possible,O
contribution,O
of,O
the,O
triazolo,I-Entity
group,O
to,O
changes,O
in,O
affective,O
status,O
is,O
discussed,O
.,O
On,O
the,O
mechanisms,O
of,O
the,O
development,O
of,O
tolerance,O
to,O
the,O
muscular,B-Entity
rigidity,I-Entity
produced,O
by,O
morphine,I-Entity
in,O
rats,O
.,O
The,O
development,O
of,O
tolerance,O
to,O
the,O
muscular,B-Entity
rigidity,I-Entity
produced,O
by,O
morphine,I-Entity
was,O
studied,O
in,O
rats,O
.,O
Saline,O
-,O
pretreated,O
controls,O
given,O
a,O
test,O
dose,O
of,O
morphine,I-Entity
(,O
20,O
mg,O
/,O
kg,O
i.p,O
.,O
),O
showed,O
a,O
pronounced,O
rigidity,I-Entity
recorded,O
as,O
tonic,O
activity,O
in,O
the,O
electromyogram,O
.,O
Rats,O
treated,O
for,O
11,O
days,O
with,O
morphine,I-Entity
and,O
withdrawn,O
for,O
36,O
-,O
40,O
h,O
showed,O
differences,O
in,O
the,O
development,O
of,O
tolerance,O
:,O
about,O
half,O
of,O
the,O
animals,O
showed,O
a,O
rigidity,I-Entity
after,O
the,O
test,O
dose,O
of,O
morphine,I-Entity
that,O
was,O
not,O
significantly,O
less,O
than,O
in,O
the,O
controls,O
and,O
were,O
akinetic,I-Entity
(,O
A,O
group,O
),O
.,O
The,O
other,O
rats,O
showed,O
a,O
strong,O
decrease,O
in,O
the,O
rigidity,I-Entity
and,O
the,O
occurrence,O
of,O
stereotyped,O
(,O
S,O
),O
licking,O
and/or,O
gnawing,O
in,O
presence,O
of,O
akinetic,I-Entity
or,O
hyperkinetic,I-Entity
(,O
K,O
),O
behaviour,O
(,O
AS,O
/,O
KS,O
group,O
),O
",",O
suggesting,O
signs,O
of,O
dopaminergic,O
activation,O
.,O
The,O
rigidity,I-Entity
was,O
considerably,O
decreased,O
in,O
both,O
groups,O
after,O
20,O
days,O
',O
treatment,O
.,O
In,O
a,O
further,O
series,O
of,O
experiments,O
",",O
haloperidol,I-Entity
(,O
0.2,O
mg,O
/,O
kg,O
i.p,O
.,O
),O
was,O
used,O
in,O
order,O
to,O
block,O
the,O
dopaminergic,O
activation,O
and,O
to,O
estimate,O
the,O
real,O
degree,O
of,O
the,O
tolerance,O
to,O
the,O
rigidity,I-Entity
without,O
any,O
dopaminergic,O
interference,O
.,O
Haloperidol,I-Entity
enhanced,O
the,O
rigidity,I-Entity
in,O
the,O
A,O
group,O
.,O
The,O
results,O
suggest,O
that,O
rigidity,I-Entity
",",O
which,O
is,O
assumed,O
to,O
be,O
due,O
to,O
an,O
action,O
of,O
morphine,I-Entity
in,O
the,O
striatum,O
",",O
can,O
be,O
antagonized,O
by,O
another,O
process,O
leading,O
to,O
dopaminergic,O
activation,O
in,O
the,O
striatum,O
.,O
The,O
rapid,O
alternations,O
of,O
rigidity,I-Entity
and,O
the,O
signs,O
of,O
dopaminergic,O
activation,O
observed,O
in,O
the,O
animals,O
of,O
the,O
AS,O
/,O
KS,O
group,O
might,O
be,O
due,O
to,O
rapid,O
shifts,O
in,O
the,O
predominance,O
of,O
various,O
DA,O
-,O
innervated,O
structures,O
.,O
Compression,B-Entity
neuropathy,I-Entity
of,I-Entity
the,I-Entity
radial,I-Entity
nerve,I-Entity
due,O
to,O
pentazocine,I-Entity
-,O
induced,O
fibrous,B-Entity
myopathy,I-Entity
.,O
Fibrous,B-Entity
myopathy,I-Entity
is,O
a,O
common,O
",",O
well,O
-,O
known,O
side,O
effect,O
of,O
repeated,O
pentazocine,I-Entity
injection,O
.,O
However,O
",",O
compression,B-Entity
neuropathy,I-Entity
due,O
to,O
fibrotic,O
muscle,O
affected,O
by,O
pentazocine,I-Entity
-,O
induced,O
myopathy,I-Entity
has,O
not,O
previously,O
been,O
reported,O
.,O
In,O
a,O
37-year,O
-,O
old,O
woman,O
with,O
documented,O
pentazocine,I-Entity
-,O
induced,O
fibrous,B-Entity
myopathy,I-Entity
of,O
triceps,O
and,O
deltoid,O
muscles,O
bilaterally,O
and,O
a,O
three,O
-,O
week,O
history,O
of,O
right,O
wrist,O
drop,O
",",O
electrodiagnostic,O
examination,O
showed,O
a,O
severe,O
but,O
partial,O
lesion,O
of,O
the,O
right,O
radial,O
nerve,O
distal,O
to,O
the,O
branches,O
to,O
the,O
triceps,O
",",O
in,O
addition,O
to,O
the,O
fibrous,B-Entity
myopathy,I-Entity
.,O
Recurrent,O
reversible,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
from,O
amphotericin,I-Entity
.,O
A,O
patient,O
with,O
cryptogenic,O
cirrhosis,I-Entity
and,O
disseminated,O
sporotrichosis,I-Entity
developed,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
immediately,O
following,O
the,O
administration,O
of,O
amphotericin,B-Entity
B,I-Entity
on,O
four,O
separate,O
occasions,O
.,O
The,O
abruptness,O
of,O
the,O
renal,B-Entity
failure,I-Entity
and,O
its,O
reversibility,O
within,O
days,O
suggests,O
that,O
there,O
was,O
a,O
functional,O
component,O
to,O
the,O
renal,B-Entity
dysfunction,I-Entity
.,O
We,O
propose,O
that,O
amphotericin,I-Entity
",",O
in,O
the,O
setting,O
of,O
reduced,O
effective,O
arterial,O
volume,O
",",O
may,O
activate,O
tubuloglomerular,O
feedback,O
",",O
thereby,O
contributing,O
to,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
.,O
Pneumonitis,O
with,O
pleural,B-Entity
and,I-Entity
pericardial,I-Entity
effusion,I-Entity
and,O
neuropathy,I-Entity
during,O
amiodarone,I-Entity
therapy,O
.,O
A,O
patient,O
with,O
sinuatrial,B-Entity
disease,I-Entity
and,O
implanted,O
pacemaker,O
was,O
treated,O
with,O
amiodarone,I-Entity
(,O
maximum,O
dose,O
1000,O
mg,O
",",O
maintenance,O
dose,O
800,O
mg,O
daily,O
),O
for,O
10,O
months,O
",",O
for,O
control,O
of,O
supraventricular,B-Entity
tachyarrhythmias,I-Entity
.,O
He,O
developed,O
pneumonitis,I-Entity
",",O
pleural,B-Entity
and,I-Entity
pericardial,I-Entity
effusions,I-Entity
",",O
and,O
a,O
predominantly,O
proximal,B-Entity
motor,I-Entity
neuropathy,I-Entity
.,O
Immediate,O
but,O
gradual,O
improvement,O
followed,O
withdrawal,O
of,O
amiodarone,I-Entity
and,O
treatment,O
with,O
prednisolone,I-Entity
.,O
Review,O
of,O
this,O
and,O
previously,O
reported,O
cases,O
indicates,O
the,O
need,O
for,O
early,O
diagnosis,O
of,O
amiodarone,I-Entity
pneumonitis,I-Entity
",",O
immediate,O
withdrawal,O
of,O
amiodarone,I-Entity
",",O
and,O
prompt,O
but,O
continued,O
steroid,I-Entity
therapy,O
to,O
ensure,O
full,O
recovery,O
.,O
Indomethacin,I-Entity
-,O
induced,O
renal,B-Entity
insufficiency,I-Entity
:,O
recurrence,O
on,O
rechallenge,O
.,O
We,O
have,O
reported,O
a,O
case,O
of,O
acute,O
oliguric,O
renal,B-Entity
failure,I-Entity
with,O
hyperkalemia,I-Entity
in,O
a,O
patient,O
with,O
cirrhosis,I-Entity
",",O
ascites,I-Entity
",",O
and,O
cor,B-Entity
pulmonale,I-Entity
after,O
indomethacin,I-Entity
therapy,O
.,O
Prompt,O
restoration,O
of,O
renal,O
function,O
followed,O
drug,O
withdrawal,O
",",O
while,O
re,O
-,O
exposure,O
to,O
a,O
single,O
dose,O
of,O
indomethacin,I-Entity
caused,O
recurrence,O
of,O
acute,O
reversible,O
oliguria,I-Entity
.,O
Our,O
case,O
supports,O
the,O
hypothesis,O
that,O
endogenous,O
renal,O
prostaglandins,I-Entity
play,O
a,O
role,O
in,O
the,O
maintenance,O
of,O
renal,O
blood,O
flow,O
when,O
circulating,O
plasma,O
volume,O
is,O
diminished,O
.,O
Since,O
nonsteroidal,O
anti,O
-,O
inflammatory,O
agents,O
interfere,O
with,O
this,O
compensatory,O
mechanism,O
and,O
may,O
cause,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
",",O
they,O
should,O
be,O
used,O
with,O
caution,O
in,O
such,O
patients,O
.,O
administration,O
of,O
flunitrazepam,I-Entity
in,O
volunteers,O
.,O
Flunitrazepam,I-Entity
0.5,O
",",O
1.0,O
or,O
2.0,O
mg,O
was,O
given,O
by,O
the,O
oral,O
or,O
i.m,O
.,O
Dizziness,I-Entity
was,O
less,O
marked,O
than,O
sedation,O
",",O
but,O
increased,O
with,O
the,O
dose,O
.,O
There,O
was,O
pain,I-Entity
on,O
i.m,O
.,O
injection,O
of,O
flunitrazepam,I-Entity
significantly,O
more,O
often,O
than,O
with,O
isotonic,O
saline,O
.,O
Changes,O
in,O
heart,O
size,O
during,O
long,O
-,O
term,O
timolol,I-Entity
treatment,O
after,O
myocardial,B-Entity
infarction,I-Entity
.,O
The,O
effect,O
of,O
long,O
-,O
term,O
timolol,I-Entity
treatment,O
on,O
heart,O
size,O
after,O
myocardial,B-Entity
infarction,I-Entity
was,O
evaluated,O
by,O
X,O
-,O
ray,O
in,O
a,O
double,O
-,O
blind,O
study,O
including,O
241,O
patients,O
(,O
placebo,O
126,O
",",O
timolol,I-Entity
115,O
),O
.,O
The,O
timolol,I-Entity
-,O
treated,O
patients,O
showed,O
a,O
small,O
but,O
significant,O
increase,O
in,O
heart,O
size,O
from,O
baseline,O
in,O
contrast,O
to,O
a,O
decrease,O
in,O
the,O
placebo,O
group,O
.,O
These,O
differences,O
may,O
be,O
caused,O
by,O
timolol,I-Entity
-,O
induced,O
bradycardia,I-Entity
and,O
a,O
compensatory,O
increase,O
in,O
end,O
-,O
diastolic,O
volume,O
.,O
The,O
timolol,I-Entity
-,O
related,O
increase,O
in,O
heart,O
size,O
was,O
observed,O
only,O
in,O
patients,O
with,O
normal,O
and,O
borderline,O
heart,O
size,O
.,O
In,O
patients,O
with,O
cardiomegaly,I-Entity
",",O
the,O
increase,O
in,O
heart,O
size,O
was,O
similar,O
in,O
both,O
groups,O
.,O
After,O
re,O
-,O
infarction,I-Entity
",",O
heart,O
size,O
increased,O
in,O
the,O
placebo,O
group,O
and,O
remained,O
unchanged,O
in,O
the,O
timolol,I-Entity
group,O
.,O
Vitamin,B-Entity
D3,I-Entity
toxicity,I-Entity
in,O
dairy,O
cows,O
.,O
Large,O
parenteral,O
doses,O
of,O
vitamin,B-Entity
D3,I-Entity
(,O
15,O
to,O
17.5,O
x,O
10(6,O
),O
IU,O
vitamin,B-Entity
D3,I-Entity
),O
were,O
associated,O
with,O
prolonged,O
hypercalcemia,I-Entity
",",O
hyperphosphatemia,I-Entity
",",O
and,O
large,O
increases,O
of,O
vitamin,B-Entity
D3,I-Entity
and,O
its,O
metabolites,O
in,O
the,O
blood,O
plasma,O
of,O
nonlactating,O
nonpregnant,O
and,O
pregnant,O
Jersey,O
cows,O
.,O
Calcium,I-Entity
concentrations,O
1,O
day,O
postpartum,O
were,O
higher,O
in,O
cows,O
treated,O
with,O
vitamin,B-Entity
D3,I-Entity
about,O
32,O
days,O
prepartum,O
(,O
8.8,O
mg/100,O
ml,O
),O
than,O
in,O
control,O
cows,O
(,O
5.5,O
mg/100,O
ml,O
),O
.,O
None,O
of,O
the,O
cows,O
treated,O
with,O
vitamin,B-Entity
D3,I-Entity
showed,O
signs,O
of,O
milk,B-Entity
fever,I-Entity
during,O
the,O
peripartal,O
period,O
;,O
however,O
",",O
22%,O
of,O
the,O
control,O
cows,O
developed,O
clinical,O
signs,O
of,O
milk,B-Entity
fever,I-Entity
during,O
this,O
period,O
.,O
Signs,O
of,O
vitamin,B-Entity
D3,I-Entity
toxicity,I-Entity
were,O
not,O
observed,O
in,O
nonlactating,O
nonpregnant,O
cows,O
;,O
however,O
",",O
pregnant,O
cows,O
commonly,O
developed,O
severe,O
signs,O
of,O
vitamin,B-Entity
D3,I-Entity
toxicity,I-Entity
and,O
10,O
of,O
17,O
cows,O
died,O
.,O
Because,O
of,O
the,O
extreme,O
toxicity,I-Entity
of,O
vitamin,B-Entity
D3,I-Entity
in,O
pregnant,O
Jersey,O
cows,O
and,O
the,O
low,O
margin,O
of,O
safety,O
between,O
doses,O
of,O
vitamin,B-Entity
D3,I-Entity
that,O
prevent,O
milk,B-Entity
fever,I-Entity
and,O
doses,O
that,O
induce,O
milk,B-Entity
fever,I-Entity
",",O
we,O
concluded,O
that,O
vitamin,B-Entity
D3,I-Entity
can,O
not,O
be,O
used,O
practically,O
to,O
prevent,O
milk,B-Entity
fever,I-Entity
when,O
injected,O
several,O
weeks,O
prepartum,O
.,O
Diseases,B-Entity
of,I-Entity
peripheral,I-Entity
nerves,I-Entity
as,O
seen,O
in,O
the,O
Nigerian,O
African,O
.,O
The,O
anatomical,O
and,O
aetiological,O
diagnoses,O
of,O
peripheral,B-Entity
nerve,I-Entity
disease,I-Entity
excluding,O
its,O
primary,O
benign,O
and,O
malignant,O
disorders,O
",",O
as,O
seen,O
in,O
358,O
Nigerians,O
are,O
presented,O
.,O
Sensori,B-Entity
-,I-Entity
motor,I-Entity
neuropathy,I-Entity
was,O
the,O
commonest,O
presentation,O
(,O
50%,O
),O
.,O
Guillain,B-Entity
-,I-Entity
Barr,I-Entity
syndrome,I-Entity
was,O
the,O
commonest,O
identifiable,O
cause,O
(,O
15.6%,O
),O
",",O
accounting,O
for,O
half,O
of,O
the,O
cases,O
with,O
motor,B-Entity
neuropathy,I-Entity
.,O
Peripheral,B-Entity
neuropathy,I-Entity
due,O
to,O
nutritional,B-Entity
deficiency,I-Entity
of,O
thiamine,I-Entity
and,O
riboflavin,I-Entity
was,O
common,O
(,O
10.1%,O
),O
and,O
presented,O
mainly,O
as,O
sensory,O
and,O
sensori,B-Entity
-,I-Entity
motor,I-Entity
neuropathy,I-Entity
.,O
Diabetes,B-Entity
mellitus,I-Entity
was,O
the,O
major,O
cause,O
of,O
autonomic,B-Entity
neuropathy,I-Entity
.,O
Isoniazid,I-Entity
was,O
the,O
most,O
frequent,O
agent,O
in,O
drug,O
-,O
induced,O
neuropathy,I-Entity
.,O
Migraine,I-Entity
(,O
20%,O
),O
was,O
not,O
an,O
uncommon,O
cause,O
of,O
cranial,B-Entity
neuropathy,I-Entity
although,O
malignancies,I-Entity
arising,O
from,O
the,O
reticuloendothelial,O
system,O
or,O
related,O
structures,O
of,O
the,O
head,O
and,O
neck,O
were,O
more,O
frequent,O
(,O
26%,O
),O
.,O
In,O
26.5%,O
of,O
all,O
the,O
cases,O
",",O
the,O
aetiology,O
of,O
the,O
neuropathy,I-Entity
was,O
undetermined,O
.,O
Heredofamilial,O
